Month,DayofMonth,DepTime,ArrTime,UniqueCarrier,TailNum,Origin,Dest,Price,FuturePrice
1,3,21.0,22.0,EV,N917EV,DFW,AMA,6961.0,6732.0
1,21,11.0,12.0,EV,N847AS,ATL,AEX,5932.0,5978.0
1,6,6.0,7.0,AA,N293AA,MFE,DFW,13941.0,10518.0
1,9,17.0,19.0,EV,N856AS,DFW,PHX,13017.0,9512.0
1,18,9.0,18.0,CO,N34131,SFO,EWR,4668.0,5631.0
1,9,13.0,16.0,UA,N177UA,ORD,IAD,9483.0,12176.0
1,21,7.0,8.0,UA,N814UA,CLT,ORD,9646.0,9251.0
1,27,5.0,7.0,TZ,N525AT,LGA,MDW,7165.0,8988.0
1,27,14.0,15.0,MQ,N711MQ,DCA,LGA,12898.0,13092.0
1,3,18.0,21.0,DH,N683BR,ORD,SAV,8855.0,9579.0
1,24,14.0,17.0,UA,N584UA,ORD,PHX,10262.0,9664.0
1,1,6.0,8.0,DL,N653DL,RSW,ATL,6121.0,6022.0
1,6,18.0,19.0,XE,N16944,BUF,CLE,7757.0,6126.0
1,9,13.0,16.0,AA,N3AJAA,ORD,BDL,9483.0,12320.0
1,3,15.0,17.0,AS,N797AS,SEA,OAK,15147.0,14291.0
1,12,20.0,22.0,EV,N841AS,AEX,ATL,13381.0,13951.0
1,15,9.0,10.0,CO,N16339,IAH,ABQ,14687.0,14454.0
1,12,13.0,19.0,WN,N740,LAS,MDW,6297.0,7827.0
1,15,8.0,9.0,NW,N763NC,DTW,MCI,5830.0,6497.0
1,27,13.0,15.0,NW,N328NW,LGA,DTW,9646.0,9226.0
1,3,15.0,17.0,AA,N387AA,ORD,SFO,15147.0,10615.0
1,6,16.0,22.0,AA,N452AA,SJC,AUS,11432.0,12531.0
1,12,16.0,18.0,DL,N127DL,ATL,SEA,13817.0,10360.0
1,9,13.0,16.0,EV,N916EV,DFW,TYS,9483.0,11143.0
1,15,14.0,15.0,UA,N351UA,DEN,RNO,10919.0,13970.0
1,6,15.0,17.0,OH,N486CA,LGA,RDU,12395.0,10589.0
1,27,8.0,9.0,WN,N504,SJC,LAX,4760.0,4294.0
1,3,13.0,14.0,WN,N424,SJC,SNA,6092.0,7870.0
1,21,13.0,15.0,XE,N12528,GSO,EWR,9486.0,9018.0
1,15,8.0,10.0,WN,N685,BHM,PHX,5830.0,7275.0
1,27,13.0,16.0,MQ,N819MQ,DFW,GSO,9646.0,11794.0
1,3,15.0,16.0,WN,N703,SAN,LAS,15147.0,16272.0
1,3,9.0,10.0,MQ,N278MQ,SAN,LAX,14871.0,14098.0
1,21,15.0,16.0,US,N511AU,PWM,PHL,4649.0,4077.0
1,15,12.0,13.0,WN,N737,ISP,BNA,6795.0,6603.0
1,18,15.0,17.0,UA,N472UA,ORD,OAK,7229.0,6346.0
1,9,18.0,19.0,NW,N305NB,DCA,MKE,8016.0,8154.0
1,18,15.0,16.0,EV,N919EV,DFW,AMA,7229.0,8094.0
1,3,16.0,17.0,DL,N222DZ,BOS,LGA,14011.0,12434.0
1,3,8.0,11.0,AA,N3BRAA,ORD,LAX,12524.0,14169.0
1,15,10.0,11.0,DL,N921DL,ORF,ATL,6979.0,6740.0
1,18,10.0,16.0,UA,N831UA,SFO,MSY,3943.0,5025.0
1,15,10.0,12.0,AS,N767AS,PDX,SNA,6979.0,7006.0
1,3,14.0,19.0,AA,N632AA,SNA,DFW,3597.0,2622.0
1,9,19.0,20.0,NW,N959N,MEM,VPS,10577.0,10559.0
1,6,17.0,19.0,TZ,N557TZ,PIE,MDW,12677.0,11696.0
1,12,18.0,22.0,AA,N5DVAA,MCO,SJU,6218.0,7606.0
1,24,13.0,14.0,DL,N830MH,MCO,ATL,11134.0,10547.0
1,12,18.0,20.0,MQ,N849MQ,BTR,DFW,6218.0,5940.0
1,27,9.0,9.0,OO,N291SW,BFL,LAX,3543.0,3865.0
1,21,9.0,11.0,US,N762UW,PIT,SAN,13062.0,11941.0
1,12,19.0,20.0,UA,N350UA,ORD,DEN,5678.0,6289.0
1,6,22.0,6.0,TZ,N316TZ,LAX,PIE,4804.0,6031.0
1,6,13.0,15.0,UA,N329UA,MCI,ORD,3625.0,3810.0
1,9,18.0,20.0,EV,N843AS,BNA,DFW,8016.0,7756.0
1,1,12.0,14.0,DH,N640BR,OKC,ORD,36983.0,46705.0
1,9,20.0,21.0,EV,N909EV,ATL,BTR,14939.0,12175.0
1,24,18.0,21.0,EV,N855AS,PIA,ATL,7303.0,8007.0
1,9,7.0,8.0,EV,N720EV,MSY,DFW,15554.0,13621.0
1,21,19.0,21.0,AA,N5CUAA,FLL,LAX,6587.0,5993.0
1,18,16.0,19.0,FL,N955AT,MDW,ATL,4437.0,5209.0
1,18,19.0,22.0,AA,N525AA,ORD,BDL,13029.0,14878.0
1,9,20.0,21.0,WN,N794,SNA,LAS,14939.0,19038.0
1,18,8.0,9.0,XE,N12922,AMA,IAH,10844.0,11211.0
1,6,7.0,9.0,MQ,N857MQ,FWA,DFW,19225.0,16013.0
1,21,19.0,21.0,MQ,N731MQ,PHL,BOS,6587.0,7390.0
1,21,11.0,12.0,OH,N477CA,DCA,CVG,5932.0,7642.0
1,15,15.0,21.0,NW,N550NW,LAX,MSP,7191.0,5403.0
1,1,10.0,12.0,NW,N677MC,MSN,DTW,10262.0,10921.0
1,27,13.0,15.0,UA,N932UA,ORD,MSP,9646.0,9273.0
1,27,18.0,0.0,AA,N4YDAA,LAS,ORD,8016.0,8086.0
1,6,6.0,9.0,AA,N274AA,LGA,DFW,13941.0,14388.0
1,6,8.0,9.0,WN,N624,STL,SDF,5264.0,4441.0
1,9,0.0,8.0,HP,N632AW,LAS,EWR,13977.0,16981.0
1,15,12.0,15.0,AA,N2CNAA,ORD,HPN,6795.0,8098.0
1,21,11.0,14.0,EV,N870AS,DFW,SDF,5932.0,6458.0
1,21,19.0,21.0,AA,N2BKAA,XNA,ORD,6587.0,6932.0
1,3,9.0,11.0,OH,N926CA,HSV,ATL,14871.0,12579.0
1,12,17.0,20.0,AA,N266AA,PHX,DFW,12778.0,9664.0
1,6,18.0,20.0,AS,N763AS,PDX,LAX,7757.0,5992.0
1,1,15.0,16.0,WN,N607,STL,SDF,6092.0,6546.0
1,18,20.0,21.0,US,N527AU,PHL,BWI,4174.0,3886.0
1,24,13.0,14.0,EV,N912AS,DFW,AUS,11134.0,12189.0
1,12,18.0,19.0,NW,N8978E,MEM,MCI,6218.0,4498.0
1,24,17.0,20.0,AA,N578AA,DFW,MSP,4804.0,3413.0
1,18,18.0,20.0,AA,N2BYAA,MSP,ORD,8246.0,8262.0
1,21,19.0,22.0,US,N756UW,PHL,SEA,6587.0,7276.0
1,1,19.0,21.0,B6,N508JB,JFK,TPA,10651.0,13783.0
1,3,12.0,14.0,UA,N516UA,DEN,SNA,5117.0,4015.0
1,1,15.0,18.0,UA,N320UA,ORD,IAH,6092.0,6961.0
1,12,12.0,14.0,DL,N983DL,PNS,ATL,10991.0,10047.0
1,9,8.0,9.0,WN,N316,ONT,SMF,10697.0,13165.0
1,27,11.0,13.0,CO,N12109,EWR,LAS,8625.0,8482.0
1,27,9.0,12.0,FL,N946AT,MSY,ATL,3543.0,3949.0
1,3,17.0,20.0,DL,N669DN,BDL,CVG,14871.0,11711.0
1,9,9.0,11.0,UA,N327UA,MHT,ORD,13882.0,11297.0
1,6,7.0,11.0,XE,N14125,IAH,PIT,19225.0,17730.0
1,15,9.0,10.0,XE,N13929,CLE,ORD,14687.0,10930.0
1,9,13.0,15.0,FL,N979AT,ATL,MIA,9483.0,9796.0
1,21,5.0,6.0,MQ,N665MQ,CMH,ORD,10861.0,13625.0
1,24,12.0,13.0,XE,N13935,CLE,CMH,9548.0,10099.0
1,27,16.0,17.0,XE,N12924,BUF,CLE,12898.0,12714.0
1,12,7.0,8.0,DL,N102DA,JAX,ATL,4668.0,4891.0
1,18,6.0,12.0,UA,N363UA,GEG,ORD,6347.0,7272.0
1,21,12.0,15.0,HP,N661AW,SNA,PHX,10676.0,10747.0
1,9,6.0,8.0,XE,N14953,LIT,IAH,6442.0,6879.0
1,12,6.0,8.0,NW,N986US,MCI,DTW,9899.0,11631.0
1,6,12.0,13.0,AA,N581AA,DFW,TUS,13538.0,12909.0
1,9,11.0,17.0,AA,N4YSAA,PDX,ORD,7202.0,7783.0
1,15,16.0,16.0,DL,N399DA,ATL,TLH,13727.0,10804.0
1,1,10.0,11.0,OH,N708CA,ATL,STL,10262.0,11751.0
1,6,20.0,22.0,WN,N796,OAK,SAN,9663.0,10401.0
1,21,12.0,12.0,NW,N356NB,DTW,GRR,10676.0,13806.0
1,21,8.0,11.0,DL,N3738B,MDW,ATL,3332.0,3408.0
1,21,19.0,21.0,XE,N12563,EWR,CVG,6587.0,7236.0
1,21,15.0,17.0,NW,N921RW,MSP,GRR,4649.0,5056.0
1,15,11.0,12.0,AS,N931AS,SEA,GEG,10262.0,12137.0
1,21,17.0,18.0,NW,N307US,MCI,MSP,9345.0,8091.0
1,24,21.0,22.0,DL,N953DL,DFW,SAN,3971.0,3207.0
1,21,14.0,20.0,WN,N741,PHX,BWI,10844.0,9805.0
1,6,19.0,20.0,DL,N990DL,DAB,ATL,8073.0,10355.0
1,3,16.0,18.0,DL,N394DL,CVG,JFK,14011.0,17146.0
1,9,14.0,16.0,DH,N631BR,GSP,IAD,7757.0,10057.0
1,9,21.0,23.0,AA,N455AA,ORD,DFW,9663.0,7288.0
1,12,9.0,12.0,DL,N631DL,PHL,ATL,8372.0,10819.0
1,21,18.0,20.0,XE,N16919,SAV,IAH,9270.0,9432.0
1,12,8.0,10.0,OH,N471CA,CVG,IAD,11087.0,9966.0
1,24,22.0,0.0,FL,N915AT,ATL,HOU,3897.0,3198.0
1,1,9.0,12.0,DL,N183DN,ATL,SEA,8907.0,7615.0
1,1,12.0,15.0,UA,N454UA,IAD,SEA,36983.0,41939.0
1,9,19.0,22.0,EV,N845AS,XNA,ATL,10577.0,12094.0
1,15,14.0,16.0,WN,N438,BNA,DTW,10919.0,13508.0
1,9,18.0,20.0,AA,N2CWAA,EWR,ORD,8016.0,9778.0
1,24,7.0,9.0,OO,N438SW,PHX,SLC,3687.0,4209.0
1,27,6.0,10.0,B6,N506JB,JFK,FLL,2575.0,1899.0
1,18,10.0,13.0,CO,N27724,IAH,ATL,3943.0,4701.0
1,18,17.0,18.0,NW,N322NB,DTW,ALB,12392.0,11799.0
1,15,12.0,15.0,WN,N686,MSY,IND,6795.0,6627.0
1,6,7.0,10.0,B6,N570JB,FLL,JFK,19225.0,14972.0
1,15,17.0,20.0,CO,N67134,FLL,EWR,10262.0,9411.0
1,6,5.0,6.0,MQ,N611MQ,ABI,DFW,13748.0,14514.0
1,24,8.0,10.0,CO,N14664,IAH,SMF,4812.0,5306.0
1,9,16.0,19.0,UA,N348UA,ORD,LGA,4823.0,5641.0
1,21,8.0,9.0,WN,N92,TUL,DAL,3332.0,3728.0
1,3,8.0,15.0,CO,N14115,SEA,IAH,12524.0,16041.0
1,1,20.0,21.0,WN,N378,BWI,PVD,8586.0,8137.0
1,24,15.0,16.0,WN,N442,PHX,SLC,6147.0,5060.0
1,21,7.0,10.0,AA,N077AA,MIA,EWR,9646.0,11179.0
1,12,10.0,11.0,US,N429US,DCA,CLT,5911.0,5819.0
1,24,12.0,13.0,US,N521AU,CLT,ORD,9548.0,8828.0
1,9,11.0,13.0,DL,N908DE,MEM,ATL,7202.0,6383.0
1,24,16.0,18.0,NW,N354NB,BDL,DTW,6412.0,7616.0
1,27,15.0,16.0,MQ,N235MQ,PSP,LAX,8016.0,6074.0
1,12,7.0,9.0,DL,N382DA,MCO,SLC,4668.0,5629.0
1,9,9.0,11.0,DH,N643BR,ALB,ORD,13882.0,15913.0
1,24,16.0,17.0,OH,N965CA,CVG,GSO,6412.0,4793.0
1,3,7.0,10.0,AA,N084AA,MIA,BOS,14924.0,11917.0
1,12,15.0,16.0,OO,N197SW,SUN,SLC,7229.0,6801.0
1,27,20.0,22.0,UA,N473UA,ORD,LAX,14300.0,16718.0
1,21,14.0,16.0,DL,N907DL,ATL,DCA,10844.0,11908.0
1,6,11.0,14.0,OO,N916SW,BUR,DEN,3383.0,2774.0
1,24,14.0,17.0,NW,N942N,GTF,MSP,10262.0,10303.0
1,18,22.0,23.0,DL,N661DN,ATL,SAV,4804.0,4173.0
1,21,8.0,9.0,WN,N696,BUF,BWI,3332.0,3892.0
1,1,18.0,21.0,UA,N840UA,SNA,DEN,4823.0,5949.0
1,15,20.0,22.0,DL,N684DA,RSW,BOS,4804.0,3991.0
1,6,7.0,9.0,EV,N869AS,SBN,ATL,19225.0,20112.0
1,12,10.0,16.0,CO,N66056,EWR,HNL,5911.0,4501.0
1,12,7.0,15.0,AA,N5DFAA,SAN,JFK,4668.0,4825.0
1,27,11.0,16.0,AA,N208AA,SFO,DFW,8625.0,10165.0
1,18,15.0,18.0,AA,N621AA,STT,MIA,7229.0,6327.0
1,15,7.0,9.0,OH,N391CA,HSV,CVG,7682.0,8624.0
1,6,12.0,15.0,UA,N806UA,ORD,DCA,13538.0,17248.0
1,9,14.0,16.0,AA,N495AA,AUS,ORD,7757.0,7996.0
1,27,15.0,17.0,DL,N173DZ,FLL,ATL,8016.0,8809.0
1,15,11.0,13.0,WN,N714,MDW,PHX,10262.0,7568.0
1,12,12.0,12.0,XE,N12921,CLE,MKE,10991.0,8743.0
1,18,7.0,9.0,AS,N950AS,PDX,LAX,3687.0,3129.0
1,24,14.0,18.0,CO,N76153,SJU,EWR,10262.0,11617.0
1,6,21.0,0.0,DL,N330DL,ORD,ATL,9663.0,7685.0
1,1,9.0,11.0,AA,N2AEAA,DFW,MDW,8907.0,9327.0
1,3,21.0,21.0,WN,N679,BUR,LAS,6961.0,5825.0
1,3,14.0,15.0,MQ,N241MQ,SBP,LAX,3597.0,3756.0
1,3,10.0,11.0,MQ,N640MQ,OMA,ORD,4107.0,3824.0
1,27,12.0,15.0,DL,N949DL,PVD,ATL,8603.0,8343.0
1,3,15.0,16.0,NW,N9334,GRR,DTW,15147.0,14200.0
1,21,15.0,17.0,OO,N413SW,COS,SLC,4649.0,3942.0
1,27,6.0,7.0,HP,N328AW,ELP,PHX,2575.0,2260.0
1,24,15.0,16.0,XE,N21537,VPS,IAH,6147.0,7734.0
1,12,15.0,17.0,OH,N641CA,STL,SLC,7229.0,8078.0
1,24,18.0,20.0,DL,N984DL,BNA,ATL,7303.0,5867.0
1,3,19.0,22.0,DH,N624BR,ORD,JAX,6478.0,5430.0
1,1,20.0,22.0,OH,N416CA,ATL,FNT,8586.0,7871.0
1,27,9.0,12.0,CO,N37274,EWR,SFO,3543.0,4269.0
1,21,8.0,10.0,US,N740UW,CLT,BDL,3332.0,2881.0
1,27,20.0,23.0,XE,N17984,IAH,DSM,14300.0,15302.0
1,12,12.0,13.0,XE,N12540,EWR,DCA,10991.0,9162.0
1,27,18.0,19.0,UA,N833UA,BDL,ORD,8016.0,8570.0
1,27,7.0,8.0,WN,N628,TUL,STL,5281.0,5877.0
1,1,21.0,23.0,MQ,N720MQ,RDU,BDL,8238.0,9686.0
1,21,7.0,10.0,AA,N362AA,MIA,SFO,9646.0,7487.0
1,15,9.0,11.0,DL,N621DL,EWR,CVG,14687.0,16036.0
1,9,14.0,15.0,MQ,N382MQ,DFW,ILE,7757.0,9400.0
1,6,17.0,18.0,MQ,N808MQ,SAN,SJC,12677.0,14216.0
1,1,6.0,7.0,OO,N209SW,TWF,SLC,6121.0,5204.0
1,3,18.0,20.0,AA,N3AUAA,DCA,MIA,8855.0,7991.0
1,3,13.0,16.0,DL,N916DN,DFW,TPA,6092.0,5038.0
1,3,9.0,13.0,AA,N576AA,DFW,DCA,14871.0,13990.0
1,15,16.0,19.0,CO,N77258,LGA,IAH,13727.0,16736.0
1,9,7.0,9.0,MQ,N724MQ,LGA,CLE,15554.0,17318.0
1,1,16.0,19.0,UA,N839UA,BOS,DEN,13302.0,17221.0
1,9,21.0,22.0,AA,N5DYAA,SJC,LAS,9663.0,12423.0
1,15,7.0,9.0,WN,N788,MDW,SAN,7682.0,5696.0
1,1,18.0,19.0,NW,N787NC,MSP,FAR,4823.0,5887.0
1,15,20.0,21.0,US,N516AU,IND,PIT,4804.0,4670.0
1,27,18.0,20.0,NW,N327NW,MEM,ORD,8016.0,9972.0
1,6,20.0,21.0,AS,N744AS,FAI,ANC,9663.0,11262.0
1,21,14.0,14.0,OO,N288SW,PDX,SEA,10844.0,11617.0
1,18,13.0,14.0,XE,N15986,IAH,MEM,4441.0,4953.0
1,24,5.0,6.0,OH,N487CA,CHO,CVG,3527.0,2498.0
1,12,7.0,11.0,AA,N619AA,JFK,SEA,4668.0,4326.0
1,3,9.0,10.0,DH,N418FJ,CVG,LAN,14871.0,18106.0
1,6,19.0,21.0,EV,N838AS,DFW,MOB,8073.0,7378.0
1,9,9.0,11.0,UA,N203UA,BDL,ORD,13882.0,12202.0
1,18,19.0,20.0,NW,N349NB,DTW,DFW,13029.0,14451.0
1,18,15.0,16.0,WN,N646,ABQ,PHX,7229.0,8933.0
1,1,20.0,21.0,US,N434US,CLT,MDT,8586.0,8138.0
1,3,18.0,19.0,WN,N721,HOU,DAL,8855.0,11106.0
1,12,18.0,21.0,DL,N302DL,EWR,ATL,6218.0,6662.0
1,21,19.0,21.0,DL,N623DL,ATL,SJC,6587.0,5783.0
1,24,12.0,15.0,AA,N4YNAA,TUS,DFW,9548.0,7580.0
1,27,20.0,21.0,UA,N528UA,SFO,SNA,14300.0,18562.0
1,15,16.0,17.0,OO,N952SW,BUR,SFO,13727.0,13414.0
1,24,17.0,19.0,MQ,N648AE,OKC,ORD,4804.0,5642.0
1,1,16.0,19.0,UA,N437UA,PHL,DEN,13302.0,9631.0
1,12,12.0,13.0,DH,N403FJ,CVG,TOL,10991.0,11846.0
1,21,20.0,21.0,US,N393US,PHL,ALB,4880.0,4675.0
1,21,22.0,0.0,OH,N924CA,ATL,TOL,6955.0,7658.0
1,12,18.0,19.0,DL,N672DL,LAS,SNA,6218.0,5886.0
1,9,11.0,17.0,NW,N303NB,SNA,MSP,7202.0,9255.0
1,6,15.0,16.0,OO,N944SW,LAX,PSP,12395.0,15395.0
1,27,16.0,17.0,XE,N15973,LFT,IAH,12898.0,9950.0
1,6,18.0,23.0,UA,N810UA,DEN,EWR,7757.0,9033.0
1,21,19.0,20.0,US,N714UW,BOS,LGA,6587.0,8028.0
1,18,14.0,16.0,DL,N991DL,ATL,DFW,6245.0,7697.0
1,21,13.0,14.0,AA,N535AA,DFW,DEN,9486.0,9194.0
1,24,17.0,18.0,AS,N969AS,SJC,PSP,4804.0,4731.0
1,6,15.0,16.0,WN,N600,DAL,AUS,12395.0,9618.0
1,15,15.0,17.0,AA,N526AA,OMA,DFW,7191.0,9136.0
1,15,10.0,14.0,DL,N305DL,MSY,CVG,6979.0,6397.0
1,27,12.0,14.0,DL,N373DL,ATL,RIC,8603.0,8344.0
1,9,13.0,17.0,AA,N580AA,DFW,DCA,9483.0,7413.0
1,21,21.0,23.0,WN,N315,LAS,SMF,5228.0,3852.0
1,27,17.0,19.0,MQ,N617MQ,ORD,DAY,4878.0,4591.0
1,1,6.0,11.0,NW,N365NW,SMF,MSP,6121.0,5473.0
1,27,14.0,15.0,OH,N473CA,CVG,RIC,12898.0,11621.0
1,3,20.0,21.0,OO,N186SW,TWF,SLC,15318.0,12770.0
1,1,18.0,22.0,AA,N5FBAA,JFK,SJC,4823.0,5559.0
1,24,16.0,17.0,MQ,N822MQ,SJC,LAX,6412.0,6451.0
1,3,14.0,19.0,CO,N17345,ONT,IAH,3597.0,4330.0
1,9,22.0,23.0,HP,N624AW,PHX,LAX,10262.0,9609.0
1,12,9.0,10.0,WN,N765,BWI,PVD,8372.0,9359.0
1,24,15.0,18.0,TZ,N551TZ,MDW,FLL,6147.0,6405.0
1,24,19.0,21.0,AA,N403AA,DFW,MSY,14231.0,17971.0
1,12,19.0,20.0,WN,N382,OAK,BUR,5678.0,4281.0
1,1,22.0,5.0,DL,N128DL,LAS,ATL,5177.0,3921.0
1,15,19.0,21.0,OH,N981CA,ATL,MDT,6117.0,5719.0
1,21,20.0,21.0,CO,N71828,IAH,MSY,4880.0,4462.0
1,24,12.0,16.0,WN,N785,PHX,BHM,9548.0,7759.0
1,18,8.0,10.0,UA,N927UA,MSP,ORD,10844.0,8418.0
1,24,7.0,8.0,MQ,N820MQ,DFW,SHV,3687.0,4260.0
1,1,15.0,16.0,US,N406US,DCA,PVD,6092.0,7276.0
1,12,16.0,16.0,OH,N962CA,CVG,MLI,13817.0,16898.0
1,6,19.0,20.0,AA,N246AA,DFW,AUS,8073.0,5798.0
1,27,18.0,20.0,AA,N258AA,MDW,DFW,8016.0,7305.0
1,24,13.0,16.0,CO,N23661,MIA,CLE,11134.0,11077.0
1,27,16.0,19.0,AS,N944AS,SAN,SEA,12898.0,13766.0
1,3,10.0,12.0,XE,N15926,LBB,IAH,4107.0,4956.0
1,1,9.0,11.0,WN,N702,ABQ,LBB,8907.0,10626.0
1,1,10.0,14.0,US,N118UW,DEN,PIT,10262.0,7470.0
1,9,17.0,18.0,WN,N515,LAS,SNA,13017.0,10816.0
1,12,12.0,14.0,UA,N541UA,LAS,DEN,10991.0,7958.0
1,12,14.0,16.0,FL,N944AT,ATL,LGA,10262.0,12110.0
1,1,16.0,18.0,WN,N662,TPA,IND,13302.0,16552.0
1,3,19.0,20.0,MQ,N387MQ,DFW,GGG,6478.0,4765.0
1,27,15.0,17.0,NW,N8921E,BUF,DTW,8016.0,8590.0
1,9,10.0,12.0,XE,N19966,EWR,AGS,14323.0,14566.0
1,6,11.0,12.0,NW,N364NB,MSP,COS,3383.0,2522.0
1,3,5.0,8.0,XE,N13133,IAD,IAH,18799.0,18719.0
1,24,16.0,18.0,OH,N376CA,STL,SLC,6412.0,6409.0
1,3,17.0,18.0,NW,N336NB,DTW,DCA,14871.0,16780.0
1,18,12.0,14.0,US,N163UW,PIT,PVD,7670.0,7710.0
1,18,17.0,20.0,HP,N809AW,PDX,PHX,12392.0,9111.0
1,3,19.0,22.0,MQ,N707MQ,STL,LGA,6478.0,8418.0
1,9,17.0,19.0,MQ,N827MQ,CVG,DFW,13017.0,15283.0
1,24,8.0,10.0,UA,N536UA,IAD,MIA,4812.0,6011.0
1,6,8.0,10.0,DL,N111DN,BWI,ATL,5264.0,6572.0
1,12,9.0,11.0,HP,N622AW,LAS,PHX,8372.0,10873.0
1,1,15.0,16.0,HP,N655AW,LAS,LAX,6092.0,7541.0
1,6,17.0,19.0,MQ,N633MQ,SWF,ORD,12677.0,15274.0
1,27,9.0,10.0,NW,N584NW,MKE,MSP,3543.0,3003.0
1,1,10.0,18.0,WN,N733,LAS,MHT,10262.0,12377.0
1,27,7.0,8.0,AS,N741AS,BET,ANC,5281.0,5737.0
1,18,12.0,15.0,AA,N2APAA,ORD,IAH,7670.0,6851.0
1,24,12.0,14.0,AA,N577AA,DFW,BNA,9548.0,8504.0
1,3,9.0,10.0,OO,N560SW,LAX,SMX,14871.0,17748.0
1,24,19.0,20.0,HP,N823AW,LAS,LAX,14231.0,12904.0
1,6,8.0,10.0,WN,N423,MDW,LAS,5264.0,5276.0
1,18,1.0,9.0,B6,N566JB,SEA,JFK,3419.0,3756.0
1,24,7.0,14.0,DL,N1605,SAN,ATL,3687.0,3998.0
1,9,11.0,15.0,AA,N288AA,ORD,FLL,7202.0,8325.0
1,27,20.0,21.0,US,N806US,PHL,BUF,14300.0,10133.0
1,6,21.0,23.0,OO,N906SW,DEN,MSO,9663.0,7727.0
1,15,6.0,8.0,FL,N919AT,IAD,ATL,8714.0,10964.0
1,3,12.0,14.0,DH,N664BR,TUL,ORD,5117.0,6443.0
1,21,9.0,11.0,DH,N652BR,CHS,ORD,13062.0,10780.0
1,3,6.0,8.0,DL,N605DL,MIA,ATL,5117.0,5145.0
1,3,21.0,0.0,NW,N331NB,MEM,DCA,6961.0,6622.0
1,24,14.0,15.0,XE,N12135,IAD,EWR,10262.0,8628.0
1,15,8.0,10.0,NW,N313US,EWR,MSP,5830.0,4502.0
1,18,13.0,14.0,DL,N374DA,ATL,DFW,4441.0,5046.0
1,18,9.0,11.0,AA,N537AA,ELP,DFW,4668.0,4539.0
1,12,13.0,14.0,WN,N372,RNO,LAS,6297.0,5011.0
1,6,12.0,12.0,MQ,N660MQ,CVG,ORD,13538.0,16761.0
1,9,10.0,11.0,NW,N308US,DTW,LGA,14323.0,14232.0
1,21,8.0,16.0,UA,N535UA,LAX,BOS,3332.0,2647.0
1,18,17.0,18.0,WN,N350,OKC,MCI,12392.0,14093.0
1,18,17.0,19.0,OO,N927SW,EUG,SFO,12392.0,10095.0
1,12,10.0,11.0,EV,N535AS,TYS,ATL,5911.0,6641.0
1,24,15.0,17.0,AA,N4XKAA,DFW,MDW,6147.0,6492.0
1,6,21.0,23.0,AA,N3DGAA,MIA,DCA,9663.0,9664.0
1,27,20.0,22.0,WN,N619,BNA,MCI,14300.0,10853.0
1,24,16.0,16.0,AS,N730AS,WRG,KTN,6412.0,4908.0
1,18,15.0,19.0,DL,N313DL,AUS,ATL,7229.0,5785.0
1,15,7.0,9.0,WN,N367,BWI,TPA,7682.0,7888.0
1,24,13.0,15.0,MQ,N836MQ,RDU,MCO,11134.0,9759.0
1,12,12.0,14.0,WN,N692,TPA,CMH,10991.0,14131.0
1,6,15.0,18.0,UA,N673UA,SFO,DEN,12395.0,10714.0
1,3,7.0,10.0,CO,N18835,IAH,ORD,14924.0,12981.0
1,6,10.0,13.0,NW,N348NB,IAH,MSP,11753.0,12296.0
1,27,12.0,16.0,AA,N4YTAA,PHX,ORD,8603.0,7509.0
1,18,14.0,17.0,XE,N16149,TUS,IAH,6245.0,4569.0
1,3,7.0,9.0,AS,N760AS,SJC,SEA,14924.0,12812.0
1,12,15.0,17.0,OO,N945SW,BZN,DEN,7229.0,5949.0
1,15,12.0,15.0,AA,N2CKAA,ORD,IAH,6795.0,7168.0
1,12,16.0,17.0,AA,N233AA,DFW,DEN,13817.0,12996.0
1,15,17.0,19.0,AA,N5TYAA,LGA,MCO,10262.0,12431.0
1,21,14.0,15.0,DH,N687BR,IAD,LGA,10844.0,9511.0
1,27,11.0,12.0,EV,N842AS,FLO,ATL,8625.0,9116.0
1,3,10.0,12.0,TZ,N555TZ,PIE,IND,4107.0,4923.0
1,12,6.0,8.0,AA,N485AA,FLL,DFW,9899.0,7106.0
1,18,5.0,7.0,MQ,N734MQ,PWM,LGA,6934.0,4969.0
1,3,14.0,14.0,DL,N947WP,SLC,LAS,3597.0,4642.0
1,24,19.0,20.0,WN,N373,SMF,PDX,14231.0,14610.0
1,12,20.0,21.0,WN,N723,DAL,SAT,13381.0,15453.0
1,12,19.0,20.0,DH,N328UE,BGM,IAD,5678.0,4297.0
1,3,18.0,19.0,DH,N676BR,PHL,IAD,8855.0,6491.0
1,27,19.0,21.0,DL,N677DL,CVG,PVD,6540.0,4790.0
1,18,6.0,10.0,WN,N764,MCI,BWI,6347.0,5878.0
1,9,6.0,7.0,DH,N637BR,SAV,IAD,6442.0,5605.0
1,9,13.0,15.0,AA,N2CSAA,RDU,ORD,9483.0,10133.0
1,9,9.0,10.0,AA,N573AA,DFW,ELP,13882.0,11850.0
1,21,17.0,20.0,UA,N850UA,PHL,SFO,9345.0,11358.0
1,1,10.0,12.0,NW,N345NW,MSP,PHX,10262.0,8952.0
1,15,7.0,16.0,HP,N813AW,SFO,JFK,7682.0,7593.0
1,12,20.0,22.0,NW,N772NC,MSP,GFK,13381.0,10942.0
1,15,12.0,14.0,US,N523AU,CLT,MCI,6795.0,6294.0
1,6,18.0,20.0,US,N355US,PHL,IND,7757.0,5490.0
