Month,DayofMonth,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,TailNum,Origin,Dest,Price
1,6,11.0,11,13.0,13,NW,N320NB,MSP,ABQ,3383.0
1,15,13.0,12,19.0,18,AA,N563AA,SEA,ORD,6961.0
1,27,15.0,15,17.0,16,AS,N799AS,SMF,SEA,8016.0
1,1,21.0,21,23.0,23,DH,N677BR,ORD,TYS,8238.0
1,9,18.0,18,20.0,20,OH,N915CA,TYS,CVG,8016.0
1,27,6.0,6,7.0,7,OO,N953SW,MLI,ORD,2575.0
1,6,16.0,14,17.0,16,DH,N651BR,ORD,IND,11432.0
1,15,18.0,18,19.0,19,US,N775AU,CLT,MCO,8855.0
1,1,7.0,7,8.0,8,AA,N201AA,IAH,DFW,5678.0
1,21,18.0,18,19.0,19,HA,N486HA,LIH,HNL,9270.0
1,9,13.0,12,14.0,14,OH,N810CA,GSO,LGA,9483.0
1,15,8.0,8,9.0,9,OH,N809CA,MCO,RSW,5830.0
1,9,8.0,5,9.0,7,OH,N523CA,CHO,CVG,10697.0
1,21,13.0,13,13.0,13,OO,N565SW,LAX,SNA,9486.0
1,3,15.0,15,20.0,20,CO,N17309,LAS,IAH,15147.0
1,6,12.0,11,12.0,12,OO,N594SW,SLC,RNO,13538.0
1,27,17.0,17,19.0,19,AS,N973AS,LAX,PDX,4878.0
1,12,17.0,17,21.0,21,AA,N5EDAA,LAX,LIH,12778.0
1,6,16.0,16,19.0,19,UA,N549UA,ORD,EWR,11432.0
1,6,17.0,17,19.0,19,UA,N588UA,DEN,PHX,12677.0
1,9,7.0,7,14.0,14,US,N188UW,SEA,PIT,15554.0
1,24,13.0,13,16.0,16,AA,N453AA,BWI,DFW,11134.0
1,1,16.0,16,18.0,18,OH,N368CA,CAK,ATL,13302.0
1,27,19.0,17,19.0,19,US,N719UW,JAX,PHL,6540.0
1,12,16.0,16,16.0,16,OO,N581SW,YUM,LAX,13817.0
1,15,17.0,17,21.0,20,AA,N513AA,DFW,ATL,10262.0
1,3,9.0,9,10.0,10,WN,N91,HOU,DAL,14871.0
1,1,17.0,17,19.0,19,OO,N417SW,DFW,PHX,8610.0
1,18,17.0,17,18.0,18,WN,N420,LAX,LAS,12392.0
1,27,20.0,20,22.0,22,DL,N371DA,ATL,BOS,14300.0
1,21,10.0,10,11.0,11,NW,N318US,DTW,DCA,7139.0
1,3,19.0,19,22.0,22,CO,N14214,EWR,RSW,6478.0
1,15,19.0,19,20.0,20,WN,N407,LBB,DAL,6117.0
1,27,9.0,9,11.0,11,CO,N33209,IAH,SJC,3543.0
1,18,7.0,7,11.0,11,AA,N296AA,DFW,FLL,3687.0
1,15,8.0,7,11.0,10,MQ,N634MQ,ORD,ROC,5830.0
1,9,11.0,11,13.0,14,WN,N768,BWI,SAN,7202.0
1,3,20.0,20,22.0,22,OO,N226SW,LAX,SGU,15318.0
1,21,21.0,21,5.0,5,CO,N14118,LAX,EWR,5228.0
1,21,7.0,7,8.0,8,WN,N728,BUR,LAS,9646.0
1,6,12.0,12,14.0,14,AA,N356AA,MIA,JFK,13538.0
1,24,12.0,12,14.0,14,DL,N961DL,ATL,IAH,9548.0
1,18,11.0,11,15.0,15,AA,N491AA,DFW,PHL,13555.0
1,21,13.0,13,16.0,16,NW,N314NB,MSP,PVD,9486.0
1,3,16.0,15,17.0,16,WN,N660,SAT,DAL,14011.0
1,21,12.0,12,13.0,13,DL,N3759,SLC,SNA,10676.0
1,21,11.0,11,13.0,13,US,N165UW,TPA,PHL,5932.0
1,24,7.0,7,12.0,13,WN,N708,OAK,BNA,3687.0
1,12,12.0,12,13.0,13,NW,N783NC,DTW,IND,10991.0
1,6,17.0,16,18.0,18,NW,N592NW,MSP,LAS,12677.0
1,24,10.0,10,13.0,13,AA,N405AA,DEN,DFW,5894.0
1,21,9.0,9,11.0,11,HP,N306AW,LAX,PHX,13062.0
1,18,19.0,19,22.0,22,XE,N11106,IAH,ORF,13029.0
1,21,12.0,12,14.0,14,US,N433US,CLT,IND,10676.0
1,12,11.0,11,16.0,16,DL,N312WA,SAN,DFW,3383.0
1,21,8.0,8,10.0,10,DL,N828MH,TPA,ATL,3332.0
1,9,10.0,10,15.0,14,NW,N351NW,MSP,MIA,14323.0
1,15,22.0,22,6.0,6,UA,N484UA,SFO,BOS,10262.0
1,21,17.0,17,18.0,18,DL,N379DL,ATL,IND,9345.0
1,18,20.0,20,22.0,21,EV,N839AS,ATL,CRW,4174.0
1,21,21.0,21,22.0,22,DH,N656BR,IAD,CLT,5228.0
1,6,14.0,14,17.0,17,CO,N14653,MCI,EWR,19495.0
1,24,9.0,9,12.0,12,B6,N516JB,JFK,PBI,3873.0
1,21,13.0,13,15.0,15,MQ,N622MQ,ORD,CMH,9486.0
1,1,10.0,10,13.0,13,MQ,N512MQ,MKE,DFW,10262.0
1,6,6.0,6,9.0,9,OH,N494CA,IAH,CVG,13941.0
1,15,9.0,10,15.0,15,AA,N361AA,SFO,ORD,14687.0
1,12,11.0,11,12.0,12,MQ,N826MQ,DFW,LBB,3383.0
1,18,9.0,9,11.0,11,EV,N850AS,IAD,ATL,4668.0
1,9,6.0,6,7.0,7,OO,N947SW,SLC,LAX,6442.0
1,15,7.0,7,8.0,8,WN,N671SW,BWI,ALB,7682.0
1,6,14.0,14,16.0,15,AA,N518AA,TUL,DFW,19495.0
1,21,13.0,13,13.0,14,US,N334US,PIT,BUF,9486.0
1,21,19.0,18,20.0,19,MQ,N510MQ,MKE,ORD,6587.0
1,9,15.0,15,17.0,17,OH,N779CA,ATL,TOL,10262.0
1,3,8.0,8,10.0,10,OH,N716CA,PBI,TLH,12524.0
1,18,17.0,17,19.0,18,UA,N117UA,IAD,ORD,12392.0
1,27,6.0,6,8.0,8,XE,N13990,IND,IAH,2575.0
1,15,13.0,13,14.0,14,US,N300AU,PHL,BOS,6961.0
1,18,13.0,13,15.0,16,NW,N89S,MDW,DTW,4441.0
1,24,11.0,11,14.0,13,DH,N663BR,ORD,BUF,4667.0
1,15,12.0,11,13.0,12,B6,N580JB,BTV,JFK,6795.0
1,21,18.0,19,20.0,21,DL,N957DL,BWI,ATL,9270.0
1,27,17.0,16,18.0,17,MQ,N629MQ,HOU,DFW,4878.0
1,1,22.0,22,23.0,23,DL,N980DL,ATL,GSO,5177.0
1,12,8.0,8,9.0,9,UA,N394UA,LAX,LAS,11087.0
1,15,14.0,15,17.0,17,FL,N985AT,ATL,BOS,10919.0
1,3,6.0,7,9.0,9,AS,N982AS,LAS,SEA,5117.0
1,12,11.0,11,13.0,13,HP,N313AW,LAS,PDX,3383.0
1,27,18.0,17,21.0,19,DL,N655DL,BDL,CVG,8016.0
1,6,15.0,15,18.0,18,CO,N14337,MIA,EWR,12395.0
1,18,14.0,14,18.0,16,OH,N489CA,CVG,HPN,6245.0
1,27,16.0,15,18.0,17,MQ,N831MQ,ORD,AZO,12898.0
1,1,16.0,15,16.0,16,US,N440US,PHL,BWI,13302.0
1,27,7.0,7,11.0,11,XE,N17560,IAH,CLT,5281.0
1,6,16.0,17,17.0,18,US,N720UW,LGA,BOS,11432.0
1,6,7.0,8,9.0,10,NW,N377NW,LGA,MSP,19225.0
1,21,11.0,11,13.0,13,OH,N709CA,BTV,CVG,5932.0
1,18,7.0,7,8.0,8,EV,N904EV,TYS,DFW,3687.0
1,9,10.0,10,12.0,12,TZ,N332TZ,IND,SRQ,14323.0
1,27,15.0,15,18.0,18,AA,N5EMAA,JFK,SNA,8016.0
1,21,8.0,8,9.0,9,AA,N488AA,SFO,LAX,3332.0
1,9,6.0,6,7.0,7,B6,N542JB,SYR,JFK,6442.0
1,15,8.0,8,10.0,10,NW,N9344,MEM,ORD,5830.0
1,18,17.0,17,18.0,18,CO,N17244,CLE,LAS,12392.0
1,12,10.0,10,15.0,15,AA,N5TGAA,LGB,DFW,5911.0
1,24,15.0,15,18.0,18,WN,N602,BWI,MCO,6147.0
1,24,20.0,20,21.0,21,XE,N16112,IAH,COS,10703.0
1,21,10.0,10,11.0,11,AA,N2BBAA,RDU,ORD,7139.0
1,12,16.0,16,17.0,17,DH,N331UE,RDU,IAD,13817.0
1,15,7.0,7,8.0,9,AS,N979AS,PHX,SEA,7682.0
1,1,6.0,6,9.0,9,US,N389US,MCI,CLT,6121.0
1,1,18.0,17,19.0,18,AS,N754AS,PDX,SMF,4823.0
1,3,11.0,11,13.0,13,CO,N17128,MCO,EWR,4667.0
1,15,19.0,19,21.0,21,WN,N699,HOU,TUL,6117.0
1,3,21.0,21,22.0,22,EV,N917EV,DFW,AMA,6961.0
1,21,11.0,11,12.0,12,EV,N847AS,ATL,AEX,5932.0
1,6,6.0,6,7.0,7,AA,N293AA,MFE,DFW,13941.0
1,9,17.0,17,19.0,19,EV,N856AS,DFW,PHX,13017.0
1,18,9.0,10,18.0,18,CO,N34131,SFO,EWR,4668.0
1,9,13.0,13,16.0,16,UA,N177UA,ORD,IAD,9483.0
1,21,7.0,8,8.0,9,UA,N814UA,CLT,ORD,9646.0
1,27,5.0,6,7.0,7,TZ,N525AT,LGA,MDW,7165.0
1,27,14.0,15,15.0,16,MQ,N711MQ,DCA,LGA,12898.0
1,3,18.0,17,21.0,21,DH,N683BR,ORD,SAV,8855.0
1,24,14.0,14,17.0,17,UA,N584UA,ORD,PHX,10262.0
1,1,6.0,6,8.0,8,DL,N653DL,RSW,ATL,6121.0
1,6,18.0,18,19.0,19,XE,N16944,BUF,CLE,7757.0
1,9,13.0,13,16.0,16,AA,N3AJAA,ORD,BDL,9483.0
1,3,15.0,15,17.0,17,AS,N797AS,SEA,OAK,15147.0
1,12,20.0,20,22.0,22,EV,N841AS,AEX,ATL,13381.0
1,15,9.0,9,10.0,10,CO,N16339,IAH,ABQ,14687.0
1,12,13.0,13,19.0,19,WN,N740,LAS,MDW,6297.0
1,15,8.0,8,9.0,9,NW,N763NC,DTW,MCI,5830.0
1,27,13.0,12,15.0,14,NW,N328NW,LGA,DTW,9646.0
1,3,15.0,14,17.0,17,AA,N387AA,ORD,SFO,15147.0
1,6,16.0,17,22.0,22,AA,N452AA,SJC,AUS,11432.0
1,12,16.0,16,18.0,18,DL,N127DL,ATL,SEA,13817.0
1,9,13.0,13,16.0,16,EV,N916EV,DFW,TYS,9483.0
1,15,14.0,14,15.0,15,UA,N351UA,DEN,RNO,10919.0
1,6,15.0,15,17.0,17,OH,N486CA,LGA,RDU,12395.0
1,27,8.0,8,9.0,9,WN,N504,SJC,LAX,4760.0
1,3,13.0,13,14.0,14,WN,N424,SJC,SNA,6092.0
1,21,13.0,13,15.0,15,XE,N12528,GSO,EWR,9486.0
1,15,8.0,8,10.0,11,WN,N685,BHM,PHX,5830.0
1,27,13.0,12,16.0,16,MQ,N819MQ,DFW,GSO,9646.0
1,3,15.0,15,16.0,16,WN,N703,SAN,LAS,15147.0
1,3,9.0,10,10.0,10,MQ,N278MQ,SAN,LAX,14871.0
1,21,15.0,15,16.0,17,US,N511AU,PWM,PHL,4649.0
1,15,12.0,12,13.0,14,WN,N737,ISP,BNA,6795.0
1,18,15.0,15,17.0,17,UA,N472UA,ORD,OAK,7229.0
1,9,18.0,18,19.0,19,NW,N305NB,DCA,MKE,8016.0
1,18,15.0,15,16.0,16,EV,N919EV,DFW,AMA,7229.0
1,3,16.0,16,17.0,17,DL,N222DZ,BOS,LGA,14011.0
1,3,8.0,8,11.0,10,AA,N3BRAA,ORD,LAX,12524.0
1,15,10.0,10,11.0,12,DL,N921DL,ORF,ATL,6979.0
1,18,10.0,10,16.0,16,UA,N831UA,SFO,MSY,3943.0
1,15,10.0,10,12.0,12,AS,N767AS,PDX,SNA,6979.0
1,3,14.0,14,19.0,19,AA,N632AA,SNA,DFW,3597.0
1,9,19.0,19,20.0,20,NW,N959N,MEM,VPS,10577.0
1,6,17.0,17,19.0,19,TZ,N557TZ,PIE,MDW,12677.0
1,12,18.0,18,22.0,21,AA,N5DVAA,MCO,SJU,6218.0
1,24,13.0,13,14.0,14,DL,N830MH,MCO,ATL,11134.0
1,12,18.0,19,20.0,20,MQ,N849MQ,BTR,DFW,6218.0
1,27,9.0,9,9.0,9,OO,N291SW,BFL,LAX,3543.0
1,21,9.0,9,11.0,11,US,N762UW,PIT,SAN,13062.0
1,12,19.0,18,20.0,20,UA,N350UA,ORD,DEN,5678.0
1,6,22.0,22,6.0,5,TZ,N316TZ,LAX,PIE,4804.0
1,6,13.0,13,15.0,14,UA,N329UA,MCI,ORD,3625.0
1,9,18.0,18,20.0,20,EV,N843AS,BNA,DFW,8016.0
1,1,12.0,12,14.0,15,DH,N640BR,OKC,ORD,36983.0
1,9,20.0,20,21.0,21,EV,N909EV,ATL,BTR,14939.0
1,24,18.0,18,21.0,21,EV,N855AS,PIA,ATL,7303.0
1,9,7.0,7,8.0,8,EV,N720EV,MSY,DFW,15554.0
1,21,19.0,19,21.0,21,AA,N5CUAA,FLL,LAX,6587.0
1,18,16.0,16,19.0,19,FL,N955AT,MDW,ATL,4437.0
1,18,19.0,19,22.0,22,AA,N525AA,ORD,BDL,13029.0
1,9,20.0,20,21.0,21,WN,N794,SNA,LAS,14939.0
1,18,8.0,8,9.0,9,XE,N12922,AMA,IAH,10844.0
1,6,7.0,7,9.0,9,MQ,N857MQ,FWA,DFW,19225.0
1,21,19.0,19,21.0,21,MQ,N731MQ,PHL,BOS,6587.0
1,21,11.0,11,12.0,13,OH,N477CA,DCA,CVG,5932.0
1,15,15.0,15,21.0,21,NW,N550NW,LAX,MSP,7191.0
1,1,10.0,10,12.0,12,NW,N677MC,MSN,DTW,10262.0
1,27,13.0,13,15.0,15,UA,N932UA,ORD,MSP,9646.0
1,27,18.0,18,0.0,23,AA,N4YDAA,LAS,ORD,8016.0
1,6,6.0,6,9.0,9,AA,N274AA,LGA,DFW,13941.0
1,6,8.0,7,9.0,9,WN,N624,STL,SDF,5264.0
1,9,0.0,0,8.0,8,HP,N632AW,LAS,EWR,13977.0
1,15,12.0,12,15.0,15,AA,N2CNAA,ORD,HPN,6795.0
1,21,11.0,11,14.0,14,EV,N870AS,DFW,SDF,5932.0
1,21,19.0,18,21.0,20,AA,N2BKAA,XNA,ORD,6587.0
1,3,9.0,9,11.0,11,OH,N926CA,HSV,ATL,14871.0
1,12,17.0,17,20.0,20,AA,N266AA,PHX,DFW,12778.0
1,6,18.0,18,20.0,20,AS,N763AS,PDX,LAX,7757.0
1,1,15.0,15,16.0,16,WN,N607,STL,SDF,6092.0
1,18,20.0,20,21.0,20,US,N527AU,PHL,BWI,4174.0
1,24,13.0,13,14.0,14,EV,N912AS,DFW,AUS,11134.0
1,12,18.0,18,19.0,20,NW,N8978E,MEM,MCI,6218.0
1,24,17.0,17,20.0,20,AA,N578AA,DFW,MSP,4804.0
1,18,18.0,19,20.0,20,AA,N2BYAA,MSP,ORD,8246.0
1,21,19.0,17,22.0,20,US,N756UW,PHL,SEA,6587.0
1,1,19.0,18,21.0,21,B6,N508JB,JFK,TPA,10651.0
1,3,12.0,11,14.0,12,UA,N516UA,DEN,SNA,5117.0
1,1,15.0,15,18.0,17,UA,N320UA,ORD,IAH,6092.0
1,12,12.0,12,14.0,14,DL,N983DL,PNS,ATL,10991.0
1,9,8.0,8,9.0,9,WN,N316,ONT,SMF,10697.0
1,27,11.0,11,13.0,14,CO,N12109,EWR,LAS,8625.0
1,27,9.0,9,12.0,11,FL,N946AT,MSY,ATL,3543.0
1,3,17.0,17,20.0,19,DL,N669DN,BDL,CVG,14871.0
1,9,9.0,9,11.0,10,UA,N327UA,MHT,ORD,13882.0
1,6,7.0,7,11.0,11,XE,N14125,IAH,PIT,19225.0
1,15,9.0,9,10.0,10,XE,N13929,CLE,ORD,14687.0
1,9,13.0,13,15.0,15,FL,N979AT,ATL,MIA,9483.0
1,21,5.0,5,6.0,6,MQ,N665MQ,CMH,ORD,10861.0
1,24,12.0,12,13.0,13,XE,N13935,CLE,CMH,9548.0
1,27,16.0,15,17.0,16,XE,N12924,BUF,CLE,12898.0
1,12,7.0,7,8.0,8,DL,N102DA,JAX,ATL,4668.0
1,18,6.0,7,12.0,12,UA,N363UA,GEG,ORD,6347.0
1,21,12.0,12,15.0,14,HP,N661AW,SNA,PHX,10676.0
1,9,6.0,6,8.0,8,XE,N14953,LIT,IAH,6442.0
1,12,6.0,6,8.0,9,NW,N986US,MCI,DTW,9899.0
1,6,12.0,12,13.0,13,AA,N581AA,DFW,TUS,13538.0
1,9,11.0,11,17.0,17,AA,N4YSAA,PDX,ORD,7202.0
1,15,16.0,16,16.0,17,DL,N399DA,ATL,TLH,13727.0
1,1,10.0,10,11.0,11,OH,N708CA,ATL,STL,10262.0
1,6,20.0,20,22.0,22,WN,N796,OAK,SAN,9663.0
1,21,12.0,12,12.0,12,NW,N356NB,DTW,GRR,10676.0
1,21,8.0,9,11.0,12,DL,N3738B,MDW,ATL,3332.0
1,21,19.0,19,21.0,21,XE,N12563,EWR,CVG,6587.0
1,21,15.0,15,17.0,17,NW,N921RW,MSP,GRR,4649.0
1,15,11.0,10,12.0,10,AS,N931AS,SEA,GEG,10262.0
1,21,17.0,17,18.0,19,NW,N307US,MCI,MSP,9345.0
1,24,21.0,21,22.0,22,DL,N953DL,DFW,SAN,3971.0
1,21,14.0,14,20.0,20,WN,N741,PHX,BWI,10844.0
1,6,19.0,19,20.0,20,DL,N990DL,DAB,ATL,8073.0
1,3,16.0,16,18.0,18,DL,N394DL,CVG,JFK,14011.0
1,9,14.0,14,16.0,15,DH,N631BR,GSP,IAD,7757.0
1,9,21.0,21,23.0,23,AA,N455AA,ORD,DFW,9663.0
1,12,9.0,9,12.0,11,DL,N631DL,PHL,ATL,8372.0
1,21,18.0,18,20.0,19,XE,N16919,SAV,IAH,9270.0
1,12,8.0,8,10.0,10,OH,N471CA,CVG,IAD,11087.0
1,24,22.0,22,0.0,0,FL,N915AT,ATL,HOU,3897.0
1,1,9.0,9,12.0,12,DL,N183DN,ATL,SEA,8907.0
1,1,12.0,12,15.0,15,UA,N454UA,IAD,SEA,36983.0
1,9,19.0,18,22.0,21,EV,N845AS,XNA,ATL,10577.0
1,15,14.0,14,16.0,16,WN,N438,BNA,DTW,10919.0
1,9,18.0,18,20.0,19,AA,N2CWAA,EWR,ORD,8016.0
1,24,7.0,7,9.0,9,OO,N438SW,PHX,SLC,3687.0
1,27,6.0,6,10.0,9,B6,N506JB,JFK,FLL,2575.0
1,18,10.0,10,13.0,13,CO,N27724,IAH,ATL,3943.0
1,18,17.0,17,18.0,18,NW,N322NB,DTW,ALB,12392.0
1,15,12.0,12,15.0,15,WN,N686,MSY,IND,6795.0
1,6,7.0,7,10.0,10,B6,N570JB,FLL,JFK,19225.0
1,15,17.0,17,20.0,20,CO,N67134,FLL,EWR,10262.0
1,6,5.0,5,6.0,6,MQ,N611MQ,ABI,DFW,13748.0
1,24,8.0,9,10.0,11,CO,N14664,IAH,SMF,4812.0
1,9,16.0,17,19.0,20,UA,N348UA,ORD,LGA,4823.0
1,21,8.0,8,9.0,9,WN,N92,TUL,DAL,3332.0
1,3,8.0,8,15.0,14,CO,N14115,SEA,IAH,12524.0
1,1,20.0,20,21.0,21,WN,N378,BWI,PVD,8586.0
1,24,15.0,15,16.0,16,WN,N442,PHX,SLC,6147.0
1,21,7.0,7,10.0,10,AA,N077AA,MIA,EWR,9646.0
1,12,10.0,10,11.0,11,US,N429US,DCA,CLT,5911.0
1,24,12.0,12,13.0,13,US,N521AU,CLT,ORD,9548.0
1,9,11.0,11,13.0,13,DL,N908DE,MEM,ATL,7202.0
1,24,16.0,16,18.0,18,NW,N354NB,BDL,DTW,6412.0
1,27,15.0,16,16.0,16,MQ,N235MQ,PSP,LAX,8016.0
1,12,7.0,7,9.0,10,DL,N382DA,MCO,SLC,4668.0
1,9,9.0,9,11.0,11,DH,N643BR,ALB,ORD,13882.0
1,24,16.0,16,17.0,17,OH,N965CA,CVG,GSO,6412.0
1,3,7.0,7,10.0,10,AA,N084AA,MIA,BOS,14924.0
1,12,15.0,15,16.0,16,OO,N197SW,SUN,SLC,7229.0
1,27,20.0,20,22.0,22,UA,N473UA,ORD,LAX,14300.0
1,21,14.0,14,16.0,16,DL,N907DL,ATL,DCA,10844.0
1,6,11.0,11,14.0,14,OO,N916SW,BUR,DEN,3383.0
1,24,14.0,13,17.0,17,NW,N942N,GTF,MSP,10262.0
1,18,22.0,22,23.0,23,DL,N661DN,ATL,SAV,4804.0
1,21,8.0,8,9.0,9,WN,N696,BUF,BWI,3332.0
1,1,18.0,18,21.0,21,UA,N840UA,SNA,DEN,4823.0
1,15,20.0,19,22.0,22,DL,N684DA,RSW,BOS,4804.0
1,6,7.0,7,9.0,9,EV,N869AS,SBN,ATL,19225.0
1,12,10.0,10,16.0,16,CO,N66056,EWR,HNL,5911.0
1,12,7.0,7,15.0,15,AA,N5DFAA,SAN,JFK,4668.0
1,27,11.0,10,16.0,16,AA,N208AA,SFO,DFW,8625.0
1,18,15.0,15,18.0,17,AA,N621AA,STT,MIA,7229.0
1,15,7.0,7,9.0,9,OH,N391CA,HSV,CVG,7682.0
1,6,12.0,12,15.0,14,UA,N806UA,ORD,DCA,13538.0
1,9,14.0,14,16.0,16,AA,N495AA,AUS,ORD,7757.0
1,27,15.0,15,17.0,17,DL,N173DZ,FLL,ATL,8016.0
1,15,11.0,11,13.0,13,WN,N714,MDW,PHX,10262.0
1,12,12.0,12,12.0,12,XE,N12921,CLE,MKE,10991.0
1,18,7.0,7,9.0,9,AS,N950AS,PDX,LAX,3687.0
1,24,14.0,14,18.0,18,CO,N76153,SJU,EWR,10262.0
1,6,21.0,19,0.0,22,DL,N330DL,ORD,ATL,9663.0
1,1,9.0,9,11.0,11,AA,N2AEAA,DFW,MDW,8907.0
1,3,21.0,21,21.0,21,WN,N679,BUR,LAS,6961.0
1,3,14.0,14,15.0,15,MQ,N241MQ,SBP,LAX,3597.0
1,3,10.0,10,11.0,11,MQ,N640MQ,OMA,ORD,4107.0
1,27,12.0,12,15.0,15,DL,N949DL,PVD,ATL,8603.0
1,3,15.0,15,16.0,16,NW,N9334,GRR,DTW,15147.0
1,21,15.0,16,17.0,17,OO,N413SW,COS,SLC,4649.0
1,27,6.0,6,7.0,7,HP,N328AW,ELP,PHX,2575.0
1,24,15.0,15,16.0,17,XE,N21537,VPS,IAH,6147.0
1,12,15.0,15,17.0,18,OH,N641CA,STL,SLC,7229.0
1,24,18.0,18,20.0,20,DL,N984DL,BNA,ATL,7303.0
1,3,19.0,16,22.0,20,DH,N624BR,ORD,JAX,6478.0
1,1,20.0,20,22.0,22,OH,N416CA,ATL,FNT,8586.0
1,27,9.0,9,12.0,12,CO,N37274,EWR,SFO,3543.0
1,21,8.0,8,10.0,10,US,N740UW,CLT,BDL,3332.0
1,27,20.0,20,23.0,23,XE,N17984,IAH,DSM,14300.0
1,12,12.0,11,13.0,12,XE,N12540,EWR,DCA,10991.0
1,27,18.0,17,19.0,18,UA,N833UA,BDL,ORD,8016.0
1,27,7.0,7,8.0,8,WN,N628,TUL,STL,5281.0
1,1,21.0,21,23.0,23,MQ,N720MQ,RDU,BDL,8238.0
1,21,7.0,7,10.0,10,AA,N362AA,MIA,SFO,9646.0
1,15,9.0,9,11.0,11,DL,N621DL,EWR,CVG,14687.0
1,9,14.0,14,15.0,15,MQ,N382MQ,DFW,ILE,7757.0
1,6,17.0,17,18.0,18,MQ,N808MQ,SAN,SJC,12677.0
1,1,6.0,6,7.0,7,OO,N209SW,TWF,SLC,6121.0
1,3,18.0,18,20.0,21,AA,N3AUAA,DCA,MIA,8855.0
1,3,13.0,13,16.0,16,DL,N916DN,DFW,TPA,6092.0
1,3,9.0,9,13.0,13,AA,N576AA,DFW,DCA,14871.0
1,15,16.0,16,19.0,19,CO,N77258,LGA,IAH,13727.0
1,9,7.0,7,9.0,9,MQ,N724MQ,LGA,CLE,15554.0
1,1,16.0,16,19.0,19,UA,N839UA,BOS,DEN,13302.0
1,9,21.0,21,22.0,22,AA,N5DYAA,SJC,LAS,9663.0
1,15,7.0,7,9.0,9,WN,N788,MDW,SAN,7682.0
1,1,18.0,18,19.0,19,NW,N787NC,MSP,FAR,4823.0
1,15,20.0,20,21.0,21,US,N516AU,IND,PIT,4804.0
1,27,18.0,18,20.0,19,NW,N327NW,MEM,ORD,8016.0
1,6,20.0,19,21.0,20,AS,N744AS,FAI,ANC,9663.0
1,21,14.0,13,14.0,14,OO,N288SW,PDX,SEA,10844.0
1,18,13.0,13,14.0,14,XE,N15986,IAH,MEM,4441.0
1,24,5.0,5,6.0,7,OH,N487CA,CHO,CVG,3527.0
1,12,7.0,7,11.0,10,AA,N619AA,JFK,SEA,4668.0
1,3,9.0,9,10.0,10,DH,N418FJ,CVG,LAN,14871.0
1,6,19.0,19,21.0,21,EV,N838AS,DFW,MOB,8073.0
1,9,9.0,9,11.0,11,UA,N203UA,BDL,ORD,13882.0
1,18,19.0,19,20.0,21,NW,N349NB,DTW,DFW,13029.0
1,18,15.0,15,16.0,16,WN,N646,ABQ,PHX,7229.0
1,1,20.0,20,21.0,21,US,N434US,CLT,MDT,8586.0
1,3,18.0,18,19.0,19,WN,N721,HOU,DAL,8855.0
1,12,18.0,18,21.0,21,DL,N302DL,EWR,ATL,6218.0
1,21,19.0,18,21.0,21,DL,N623DL,ATL,SJC,6587.0
1,24,12.0,12,15.0,15,AA,N4YNAA,TUS,DFW,9548.0
1,27,20.0,20,21.0,21,UA,N528UA,SFO,SNA,14300.0
1,15,16.0,16,17.0,17,OO,N952SW,BUR,SFO,13727.0
1,24,17.0,17,19.0,19,MQ,N648AE,OKC,ORD,4804.0
1,1,16.0,16,19.0,18,UA,N437UA,PHL,DEN,13302.0
1,12,12.0,12,13.0,13,DH,N403FJ,CVG,TOL,10991.0
1,21,20.0,20,21.0,21,US,N393US,PHL,ALB,4880.0
1,21,22.0,22,0.0,0,OH,N924CA,ATL,TOL,6955.0
1,12,18.0,19,19.0,20,DL,N672DL,LAS,SNA,6218.0
1,9,11.0,12,17.0,17,NW,N303NB,SNA,MSP,7202.0
1,6,15.0,15,16.0,16,OO,N944SW,LAX,PSP,12395.0
1,27,16.0,16,17.0,17,XE,N15973,LFT,IAH,12898.0
1,6,18.0,18,23.0,23,UA,N810UA,DEN,EWR,7757.0
1,21,19.0,20,20.0,21,US,N714UW,BOS,LGA,6587.0
1,18,14.0,15,16.0,16,DL,N991DL,ATL,DFW,6245.0
1,21,13.0,13,14.0,15,AA,N535AA,DFW,DEN,9486.0
1,24,17.0,17,18.0,18,AS,N969AS,SJC,PSP,4804.0
1,6,15.0,15,16.0,16,WN,N600,DAL,AUS,12395.0
1,15,15.0,15,17.0,17,AA,N526AA,OMA,DFW,7191.0
1,15,10.0,11,14.0,14,DL,N305DL,MSY,CVG,6979.0
1,27,12.0,12,14.0,13,DL,N373DL,ATL,RIC,8603.0
1,9,13.0,13,17.0,17,AA,N580AA,DFW,DCA,9483.0
1,21,21.0,21,23.0,23,WN,N315,LAS,SMF,5228.0
1,27,17.0,16,19.0,18,MQ,N617MQ,ORD,DAY,4878.0
1,1,6.0,6,11.0,12,NW,N365NW,SMF,MSP,6121.0
1,27,14.0,13,15.0,15,OH,N473CA,CVG,RIC,12898.0
1,3,20.0,16,21.0,17,OO,N186SW,TWF,SLC,15318.0
1,1,18.0,19,22.0,22,AA,N5FBAA,JFK,SJC,4823.0
1,24,16.0,16,17.0,17,MQ,N822MQ,SJC,LAX,6412.0
1,3,14.0,14,19.0,19,CO,N17345,ONT,IAH,3597.0
1,9,22.0,22,23.0,22,HP,N624AW,PHX,LAX,10262.0
1,12,9.0,9,10.0,10,WN,N765,BWI,PVD,8372.0
1,24,15.0,15,18.0,19,TZ,N551TZ,MDW,FLL,6147.0
